,id,hours,start,finish,rest,rosDay,rosLine
0,SPE174,7:48,16:15:00,00:03:00,False,3,51
0,SPE170,7:58,15:39:00,23:37:00,False,4,51
0,SPE170,7:58,15:39:00,23:37:00,False,5,51
0,OFF,,,,False,6,51
0,SPE211,6:00,17:12:00,23:12:00,False,7,51
0,SPE123,7:37,15:56:00,23:33:00,False,8,51
0,SPE175,9:16,16:21:00,01:37:00,False,9,51
0,SPER110,5:47,17:28:00,23:15:00,False,10,51
0,SPEX114,6:32,13:05:00,19:37:00,True,11,51
0,SPE149,7:50,11:42:00,19:32:00,False,12,51
0,OFF,,,,False,13,51
0,OFF,,,,False,14,51
0,OFF,,,,False,15,51
0,OFF,,,,False,16,51
0,EDO,,,,False,17,51
0,SPE149,7:50,11:42:00,19:32:00,False,18,51
0,SPE149,7:50,11:42:00,19:32:00,False,19,51
0,SPE163,7:02,14:50:00,21:52:00,False,20,51
0,SPE202,8:49,13:22:00,22:11:00,False,21,51
0,SPE118,8:49,13:32:00,22:21:00,False,22,51
0,SPE155,9:49,12:50:00,22:39:00,False,23,51
0,SPE176,6:00,16:21:00,22:21:00,False,24,51
0,OFF,,,,False,25,51
0,SPE167,6:17,15:26:00,21:43:00,False,26,51
0,SPE171,6:34,15:43:00,22:17:00,False,27,51
0,OFF,,,,False,28,51
0,OFF,,,,False,1,52
0,SPE179,7:29,16:30:00,23:59:00,False,2,52
0,SPE179,7:29,16:30:00,23:59:00,False,3,52
0,SPE166,7:59,15:21:00,23:20:00,False,4,52
0,SPE166,7:59,15:21:00,23:20:00,False,5,52
0,SPE166,7:59,15:21:00,23:20:00,False,6,52
0,OFF,,,,False,7,52
0,OFF,,,,False,8,52
0,SPER109,5:50,06:59:00,12:49:00,False,9,52
0,SPEX112,6:04,06:00:00,12:04:00,True,10,52
0,SPE132,7:43,05:14:00,12:57:00,False,11,52
0,SPE132,7:43,05:14:00,12:57:00,False,12,52
0,SPE132,7:43,05:14:00,12:57:00,False,13,52
0,OFF,,,,False,14,52
0,OFF,,,,False,15,52
0,SPE126,6:00,04:14:00,10:14:00,False,16,52
0,SPE126,6:00,04:14:00,10:14:00,False,17,52
0,SPE126,6:00,04:14:00,10:14:00,False,18,52
0,OFF,,,,False,19,52
0,SPE144,7:25,06:26:00,13:51:00,False,20,52
0,SPE184,4:23,06:13:00,10:36:00,False,21,52
0,SPE102,6:32,06:19:00,12:51:00,False,22,52
0,SPE132,7:43,05:14:00,12:57:00,False,23,52
0,SPE132,7:43,05:14:00,12:57:00,False,24,52
0,SPE135,6:00,05:31:00,11:31:00,False,25,52
0,EDO,,,,False,26,52
0,OFF,,,,False,27,52
0,OFF,,,,False,28,52
0,OFF,,,,False,1,53
0,OFF,,,,False,2,53
0,SPE177,6:06,16:23:00,22:29:00,False,3,53
0,SPE177,6:06,16:23:00,22:29:00,False,4,53
0,SPE158,9:09,13:16:00,22:25:00,False,5,53
0,SPE158,9:09,13:16:00,22:25:00,False,6,53
0,SPE201,6:00,12:58:00,18:58:00,False,7,53
0,SPER103,5:44,18:02:00,23:46:00,False,8,53
0,SPEX114,6:32,13:05:00,19:37:00,True,9,53
0,OFF,,,,False,10,53
0,SPE149,7:50,11:42:00,19:32:00,False,11,53
0,SPE155,9:49,12:50:00,22:39:00,False,12,53
0,SPE150,7:29,11:55:00,19:24:00,False,13,53
0,OFF,,,,False,14,53
0,OFF,,,,False,15,53
0,SPE159,6:19,13:22:00,19:41:00,False,16,53
0,SPE159,6:19,13:22:00,19:41:00,False,17,53
0,SPE158,9:09,13:16:00,22:25:00,False,18,53
0,SPE155,9:49,12:50:00,22:39:00,False,19,53
0,EDO,,,,False,20,53
0,OFF,,,,False,21,53
0,OFF,,,,False,22,53
0,SPE181,8:22,17:08:00,01:30:00,False,23,53
0,SPE180,7:42,16:35:00,00:17:00,False,24,53
0,SPE180,7:42,16:35:00,00:17:00,False,25,53
0,SPE164,7:27,15:02:00,22:29:00,False,26,53
0,SPE164,7:27,15:02:00,22:29:00,False,27,53
0,OFF,,,,False,28,53
0,OFF,,,,False,1,54
0,SPE135,6:00,05:31:00,11:31:00,False,2,54
0,SPE135,6:00,05:31:00,11:31:00,False,3,54
0,OFF,,,,False,4,54
0,SPE146,9:38,06:37:00,16:15:00,False,5,54
0,SPE147,6:36,06:42:00,13:18:00,False,6,54
0,SPE190,9:50,06:42:00,16:32:00,False,7,54
0,SPER101,5:50,06:59:00,12:49:00,False,8,54
0,SPEX112,6:04,06:00:00,12:04:00,True,9,54
0,AV,8:00,05:00:00,13:00:00,False,10,54
0,OFF,,,,False,11,54
0,OFF,,,,False,12,54
0,SPE144,7:25,06:26:00,13:51:00,False,13,54
0,SPE190,9:50,06:42:00,16:32:00,False,14,54
0,SPE109,:26,08:32:00,14:58:00,False,15,54
0,SPE142,7:14,06:19:00,13:33:00,False,16,54
0,SPE142,7:14,06:19:00,13:33:00,False,17,54
0,OFF,,,,False,18,54
0,SPE132,7:43,05:14:00,12:57:00,False,19,54
0,SPE132,7:43,05:14:00,12:57:00,False,20,54
0,OFF,,,,False,21,54
0,OFF,,,,False,22,54
0,OFF,,,,False,23,54
0,EDO,,,,False,24,54
0,SPE129,6:00,04:52:00,10:52:00,False,25,54
0,SPE137,8:34,05:44:00,14:18:00,False,26,54
0,SPE137,8:34,05:44:00,14:18:00,False,27,54
0,SPE192,8:01,07:17:00,15:18:00,False,28,54
0,SPE106,9:48,07:16:00,17:04:00,False,1,55
0,OFF,,,,False,2,55
0,OFF,,,,False,3,55
0,SPE180,7:42,16:35:00,00:17:00,False,4,55
0,SPE175,9:16,16:21:00,01:37:00,False,5,55
0,SPE175,9:16,16:21:00,01:37:00,False,6,55
0,SPER118,5:44,18:02:00,23:46:00,False,7,55
0,SPEX107,5:42,16:06:00,21:48:00,True,8,55
0,SPE165,6:22,15:21:00,21:43:00,False,9,55
0,SPE165,6:22,15:21:00,21:43:00,False,10,55
0,OFF,,,,False,11,55
0,SPE156,7:38,13:02:00,20:40:00,False,12,55
0,SPE156,7:38,13:02:00,20:40:00,False,13,55
0,OFF,,,,False,14,55
0,OFF,,,,False,15,55
0,EDO,,,,False,16,55
0,SPE146,9:38,06:37:00,16:15:00,False,17,55
0,SPE155,9:49,12:50:00,22:39:00,False,18,55
0,SPE171,6:34,15:43:00,22:17:00,False,19,55
0,SPE171,6:34,15:43:00,22:17:00,False,20,55
0,OFF,,,,False,21,55
0,OFF,,,,False,22,55
0,SPE171,6:34,15:43:00,22:17:00,False,23,55
0,SPE171,6:34,15:43:00,22:17:00,False,24,55
0,OFF,,,,False,25,55
0,SPE181,8:22,17:08:00,01:30:00,False,26,55
0,SPE181,8:22,17:08:00,01:30:00,False,27,55
0,SPE210,6:00,17:02:00,23:02:00,False,28,55
0,SPE124,8:30,16:02:00,00:32:00,False,1,56
0,SPE177,6:06,16:23:00,22:29:00,False,2,56
0,OFF,,,,False,3,56
0,OFF,,,,False,4,56
0,EDO,,,,False,5,56
0,SPER109,5:50,06:59:00,12:49:00,False,6,56
0,SPEX119,6:06,06:00:00,12:06:00,True,7,56
0,OFF,,,,False,8,56
0,SPE146,9:38,06:37:00,16:15:00,False,9,56
0,SPE145,9:32,06:31:00,16:03:00,False,10,56
0,SPE144,7:25,06:26:00,13:51:00,False,11,56
0,SPE140,6:00,05:57:00,11:57:00,False,12,56
0,SPE140,6:00,05:57:00,11:57:00,False,13,56
0,OFF,,,,False,14,56
0,OFF,,,,False,15,56
0,SPE127,6:06,04:39:00,10:45:00,False,16,56
0,SPE127,6:06,04:39:00,10:45:00,False,17,56
0,SPE127,6:06,04:39:00,10:45:00,False,18,56
0,SPE128,8:23,04:52:00,13:15:00,False,19,56
0,SPE128,8:23,04:52:00,13:15:00,False,20,56
0,OFF,,,,False,21,56
0,OFF,,,,False,22,56
0,SPE135,6:00,05:31:00,11:31:00,False,23,56
0,SPE135,6:00,05:31:00,11:31:00,False,24,56
0,OFF,,,,False,25,56
0,SPE135,6:00,05:31:00,11:31:00,False,26,56
0,SPE135,6:00,05:31:00,11:31:00,False,27,56
0,SPE191,8:58,06:55:00,15:53:00,False,28,56
0,SPE109,6:26,08:32:00,14:58:00,False,1,57
0,SPE132,7:43,05:14:00,12:57:00,False,2,57
0,SPE132,7:43,05:14:00,12:57:00,False,3,57
0,OFF,,,,False,4,57
0,SPER108,6:11,06:54:00,13:05:00,False,5,57
0,SPEX111,6:04,06:00:00,12:04:00,True,6,57
0,OFF,,,,False,7,57
0,OFF,,,,False,8,57
0,OFF,,,,False,9,57
0,EDO,,,,False,10,57
0,SPE175,9:16,16:21:00,01:37:00,False,11,57
0,SPE173,8:45,16:12:00,00:57:00,False,12,57
0,SPE173,8:45,16:12:00,00:57:00,False,13,57
0,SPE206,7:12,15:50:00,23:02:00,False,14,57
0,SPE122,:19,14:53:00,23:12:00,False,15,57
0,SPE177,6:06,16:23:00,22:29:00,False,16,57
0,SPE177,6:06,16:23:00,22:29:00,False,17,57
0,OFF,,,,False,18,57
0,SPE177,6:06,16:23:00,22:29:00,False,19,57
0,SPE177,6:06,16:23:00,22:29:00,False,20,57
0,OFF,,,,False,21,57
0,OFF,,,,False,22,57
0,SPE173,8:45,16:12:00,00:57:00,False,23,57
0,SPE173,8:45,16:12:00,00:57:00,False,24,57
0,SPE170,7:58,15:39:00,23:37:00,False,25,57
0,OFF,,,,False,26,57
0,SPE153,8:55,12:32:00,21:27:00,False,27,57
0,SPE200,6:52,12:32:00,19:24:00,False,28,57
0,AV,8:00,11:00:00,19:00:00,False,1,58
0,SPE178,7:42,16:27:00,01:20:00,False,2,58
0,SPE178,7:42,16:27:00,01:20:00,False,3,58
0,SPER110,5:47,17:28:00,23:15:00,False,4,58
0,SPEX114,6:32,13:05:00,19:37:00,True,5,58
0,OFF,,,,False,6,58
0,OFF,,,,False,7,58
0,OFF,,,,False,8,58
0,OFF,,,,False,9,58
0,EDO,,,,False,10,58
0,SPE146,9:38,06:37:00,16:15:00,False,11,58
0,SPE141,8:06,06:07:00,14:13:00,False,12,58
0,SPE149,7:50,11:42:00,19:32:00,False,13,58
0,AV,8:00,15:00:00,23:00:00,False,14,58
0,AV,8:00,15:00:00,23:00:00,False,15,58
0,SPE165,6:22,15:21:00,21:43:00,False,16,58
0,OFF,,,,False,17,58
0,SPE170,7:58,15:39:00,23:37:00,False,18,58
0,SPE170,7:58,15:39:00,23:37:00,False,19,58
0,SPE170,7:58,15:39:00,23:37:00,False,20,58
0,OFF,,,,False,21,58
0,OFF,,,,False,22,58
0,SPE163,7:02,14:50:00,21:52:00,False,23,58
0,SPE163,7:02,14:50:00,21:52:00,False,24,58
0,OFF,,,,False,25,58
0,SPE148,9:23,11:24:00,20:47:00,False,26,58
0,SPE157,6:00,13:15:00,19:15:00,False,27,58
0,SPE203,7:28,13:50:00,21:18:00,False,28,58
0,SPE123,7:37,15:56:00,23:33:00,False,1,59
0,SPE175,9:16,16:21:00,01:37:00,False,2,59
0,SPER110,5:47,17:28:00,23:15:00,False,3,59
0,SPEX114,6:32,13:05:00,19:37:00,True,4,59
0,EDO,,,,False,5,59
0,OFF,,,,False,6,59
0,OFF,,,,False,7,59
0,OFF,,,,False,8,59
0,OFF,,,,False,9,59
0,SPE140,6:00,05:57:00,11:57:00,False,10,59
0,SPE140,6:00,05:57:00,11:57:00,False,11,59
0,SPE126,6:00,04:14:00,10:14:00,False,12,59
0,SPE126,6:00,04:14:00,10:14:00,False,13,59
0,SPE183,9:49,06:09:00,15:58:00,False,14,59
0,SPE100,:02,06:09:00,14:11:00,False,15,59
0,SPE129,6:00,04:52:00,10:52:00,False,16,59
0,OFF,,,,False,17,59
0,SPE134,6:47,05:31:00,12:18:00,False,18,59
0,SPE134,6:47,05:31:00,12:18:00,False,19,59
0,SPE134,6:47,05:31:00,12:18:00,False,20,59
0,OFF,,,,False,21,59
0,OFF,,,,False,22,59
0,SPE138,7:54,05:51:00,13:45:00,False,23,59
0,SPE153,8:55,12:32:00,21:27:00,False,24,59
0,SPE153,8:55,12:32:00,21:27:00,False,25,59
0,SPE162,7:31,14:22:00,21:53:00,False,26,59
0,SPE162,7:31,14:22:00,21:53:00,False,27,59
0,OFF,,,,False,28,59
0,OFF,,,,False,1,60
0,SPER109,5:50,06:59:00,12:49:00,False,2,60
0,SPEX112,6:04,06:00:00,12:04:00,True,3,60
0,SPE129,6:00,04:52:00,10:52:00,False,4,60
0,OFF,,,,False,5,60
0,SPE135,6:00,05:31:00,11:31:00,False,6,60
0,SPE191,8:58,06:55:00,15:53:00,False,7,60
0,SPE113,6:00,10:32:00,16:32:00,False,8,60
0,SPE151,7:13,11:56:00,19:09:00,False,9,60
0,SPE148,9:23,11:24:00,20:47:00,False,10,60
0,SPE148,9:23,11:24:00,20:47:00,False,11,60
0,EDO,,,,False,12,60
0,OFF,,,,False,13,60
0,OFF,,,,False,14,60
0,OFF,,,,False,15,60
0,OFF,,,,False,16,60
0,SPE133,6:00,05:17:00,11:17:00,False,17,60
0,SPE133,6:00,05:17:00,11:17:00,False,18,60
0,SPE143,9:08,06:21:00,15:29:00,False,19,60
0,SPE143,9:08,06:21:00,15:29:00,False,20,60
0,SPE195,9:40,09:32:00,19:12:00,False,21,60
0,SPE110,7:18,08:35:00,15:53:00,False,22,60
0,OFF,,,,False,23,60
0,OFF,,,,False,24,60
0,SPE132,7:43,05:14:00,12:57:00,False,25,60
0,SPE132,7:43,05:14:00,12:57:00,False,26,60
0,SPE130,6:46,04:59:00,11:45:00,False,27,60
0,SPE187,6:06,06:24:00,12:30:00,False,28,60
0,SPER101,5:50,06:59:00,12:49:00,False,1,61
0,SPEX112,6:04,06:00:00,12:04:00,True,2,61
0,OFF,,,,False,3,61
0,SPE135,6:00,05:31:00,11:31:00,False,4,61
0,AV,8:00,04:30:00,12:30:00,False,5,61
0,AV,8:00,04:30:00,12:30:00,False,6,61
0,OFF,,,,False,7,61
0,OFF,,,,False,8,61
0,SPE126,6:00,04:14:00,10:14:00,False,9,61
0,SPE126,6:00,04:14:00,10:14:00,False,10,61
0,SPE126,6:00,04:14:00,10:14:00,False,11,61
0,EDO,,,,False,12,61
0,OFF,,,,False,13,61
0,SPE195,9:40,09:32:00,19:12:00,False,14,61
0,SPE113,:00,10:32:00,16:32:00,False,15,61
0,SPE174,7:48,16:15:00,00:03:00,False,16,61
0,SPE174,7:48,16:15:00,00:03:00,False,17,61
0,SPE172,7:25,15:56:00,23:21:00,False,18,61
0,SPE172,7:25,15:56:00,23:21:00,False,19,61
0,OFF,,,,False,20,61
0,OFF,,,,False,21,61
0,OFF,,,,False,22,61
0,SPE164,7:27,15:02:00,22:29:00,False,23,61
0,SPE164,7:27,15:02:00,22:29:00,False,24,61
0,SPE158,9:09,13:16:00,22:25:00,False,25,61
0,OFF,,,,False,26,61
0,SPE175,9:16,16:21:00,01:37:00,False,27,61
0,SPE211,6:00,17:12:00,23:12:00,False,28,61
0,SPER102,5:54,17:16:00,23:10:00,False,1,62
0,SPEX113,6:00,11:56:00,17:56:00,True,2,62
0,SPE167,6:17,15:26:00,21:43:00,False,3,62
0,SPE168,8:25,15:28:00,23:53:00,False,4,62
0,SPE168,8:25,15:28:00,23:53:00,False,5,62
0,OFF,,,,False,6,62
0,OFF,,,,False,7,62
0,OFF,,,,False,8,62
0,OFF,,,,False,9,62
0,EDO,,,,False,10,62
0,SPE173,8:45,16:12:00,00:57:00,False,11,62
0,SPE178,7:42,16:27:00,01:20:00,False,12,62
0,SPE178,7:42,16:27:00,01:20:00,False,13,62
0,SPE210,6:00,17:02:00,23:02:00,False,14,62
0,SPE117,:00,13:30:00,19:30:00,False,15,62
0,SPE160,8:51,13:30:00,22:21:00,False,16,62
0,OFF,,,,False,17,62
0,AV,8:00,13:00:00,21:00:00,False,18,62
0,SPE159,6:19,13:22:00,19:41:00,False,19,62
0,SPE159,6:19,13:22:00,19:41:00,False,20,62
0,OFF,,,,False,21,62
0,OFF,,,,False,22,62
0,OFF,,,,False,23,62
0,SPE177,6:06,16:23:00,22:29:00,False,24,62
0,SPE177,6:06,16:23:00,22:29:00,False,25,62
0,SPE173,8:45,16:12:00,00:57:00,False,26,62
0,SPE173,8:45,16:12:00,00:57:00,False,27,62
0,SPER118,5:44,18:02:00,23:46:00,False,28,62
0,SPEX107,5:42,16:06:00,21:48:00,True,1,63
0,SPE167,6:17,15:26:00,21:43:00,False,2,63
0,OFF,,,,False,3,63
0,OFF,,,,False,4,63
0,SPE155,9:49,12:50:00,22:39:00,False,5,63
0,SPE153,8:55,12:32:00,21:27:00,False,6,63
0,SPE200,6:52,12:32:00,19:24:00,False,7,63
0,SPE116,8:00,12:32:00,20:32:00,False,8,63
0,SPE153,8:55,12:32:00,21:27:00,False,9,63
0,SPE159,6:19,13:22:00,19:41:00,False,10,63
0,SPE151,7:13,11:56:00,19:09:00,False,11,63
0,EDO,,,,False,12,63
0,OFF,,,,False,13,63
0,OFF,,,,False,14,63
0,OFF,,,,False,15,63
0,SPE173,8:45,16:12:00,00:57:00,False,16,63
0,SPE179,7:29,16:30:00,23:59:00,False,17,63
0,SPE179,7:29,16:30:00,23:59:00,False,18,63
0,SPE179,7:29,16:30:00,23:59:00,False,19,63
0,SPE172,7:25,15:56:00,23:21:00,False,20,63
0,OFF,,,,False,21,63
0,OFF,,,,False,22,63
0,SPE180,7:42,16:35:00,00:17:00,False,23,63
0,SPE179,7:29,16:30:00,23:59:00,False,24,63
0,SPE166,7:59,15:21:00,23:20:00,False,25,63
0,OFF,,,,False,26,63
0,SPE180,7:42,16:35:00,00:17:00,False,27,63
0,SPER117,5:54,17:16:00,23:10:00,False,28,63
0,SPEX106,5:20,11:56:00,17:16:00,True,1,64
0,SPE152,7:59,12:22:00,20:21:00,False,2,64
0,SPE152,7:59,12:22:00,20:21:00,False,3,64
0,OFF,,,,False,4,64
0,OFF,,,,False,5,64
0,SPE167,6:17,15:26:00,21:43:00,False,6,64
0,SPE199,7:24,11:24:00,18:48:00,False,7,64
0,SPE114,7:56,11:16:00,19:12:00,False,8,64
0,SPE148,9:23,11:24:00,20:47:00,False,9,64
0,SPE168,8:25,15:28:00,23:53:00,False,10,64
0,SPE168,8:25,15:28:00,23:53:00,False,11,64
0,EDO,,,,False,12,64
0,OFF,,,,False,13,64
0,OFF,,,,False,14,64
0,OFF,,,,False,15,64
0,SPE130,6:46,04:59:00,11:45:00,False,16,64
0,SPE130,6:46,04:59:00,11:45:00,False,17,64
0,OFF,,,,False,18,64
0,SPE136,7:21,05:44:00,13:05:00,False,19,64
0,SPE136,7:21,05:44:00,13:05:00,False,20,64
0,SPE191,8:58,06:55:00,15:53:00,False,21,64
0,SPE106,9:48,07:16:00,17:04:00,False,22,64
0,SPE156,7:38,13:02:00,20:40:00,False,23,64
0,SPE156,7:38,13:02:00,20:40:00,False,24,64
0,OFF,,,,False,25,64
0,OFF,,,,False,26,64
0,SPER108,6:11,06:54:00,13:05:00,False,27,64
0,SPEX120,6:06,06:00:00,12:06:00,True,28,64
0,SPE105,8:57,06:44:00,15:41:00,False,1,65
0,SPE130,6:46,04:59:00,11:45:00,False,2,65
0,SPE130,6:46,04:59:00,11:45:00,False,3,65
0,SPE130,6:46,04:59:00,11:45:00,False,4,65
0,EDO,,,,False,5,65
0,OFF,,,,False,6,65
0,OFF,,,,False,7,65
0,OFF,,,,False,8,65
0,SPE172,7:25,15:56:00,23:21:00,False,9,65
0,SPE172,7:25,15:56:00,23:21:00,False,10,65
0,SPE181,8:22,17:08:00,01:30:00,False,11,65
0,SPE174,7:48,16:15:00,00:03:00,False,12,65
0,SPE172,7:25,15:56:00,23:21:00,False,13,65
0,OFF,,,,False,14,65
0,OFF,,,,False,15,65
0,SPE170,7:58,15:39:00,23:37:00,False,16,65
0,SPE170,7:58,15:39:00,23:37:00,False,17,65
0,AV,8:00,15:00:00,23:00:00,False,18,65
0,AV,8:00,15:00:00,23:00:00,False,19,65
0,OFF,,,,False,20,65
0,SPE209,6:04,16:32:00,22:36:00,False,21,65
0,SPE122,8:19,14:53:00,23:12:00,False,22,65
0,SPE165,6:22,15:21:00,21:43:00,False,23,65
0,OFF,,,,False,24,65
0,OFF,,,,False,25,65
0,SPER108,6:11,06:54:00,13:05:00,False,26,65
0,SPEX111,6:04,06:00:00,12:04:00,True,27,65
0,SPE182,7:18,06:00:00,13:18:00,False,28,65
0,SPE101,9:50,06:14:00,16:04:00,False,1,66
0,OFF,,,,False,2,66
0,SPE176,6:00,16:21:00,22:21:00,False,3,66
0,SPE176,6:00,16:21:00,22:21:00,False,4,66
0,SPE176,6:00,16:21:00,22:21:00,False,5,66
0,SPE168,8:25,15:28:00,23:53:00,False,6,66
0,OFF,,,,False,7,66
0,OFF,,,,False,8,66
0,EDO,,,,False,9,66
0,AV,8:00,15:00:00,23:00:00,False,10,66
0,SPE170,7:58,15:39:00,23:37:00,False,11,66
0,SPE168,8:25,15:28:00,23:53:00,False,12,66
0,SPE168,8:25,15:28:00,23:53:00,False,13,66
0,OFF,,,,False,14,66
0,OFF,,,,False,15,66
0,SPE133,6:00,05:17:00,11:17:00,False,16,66
0,SPE134,6:47,05:31:00,12:18:00,False,17,66
0,SPE135,6:00,05:31:00,11:31:00,False,18,66
0,SPE145,9:32,06:31:00,16:03:00,False,19,66
0,AV,8:00,06:00:00,14:00:00,False,20,66
0,OFF,,,,False,21,66
0,OFF,,,,False,22,66
0,SPE140,6:00,05:57:00,11:57:00,False,23,66
0,SPE140,6:00,05:57:00,11:57:00,False,24,66
0,SPER108,6:11,06:54:00,13:05:00,False,25,66
0,SPEX111,6:04,06:00:00,12:04:00,True,26,66
0,SPE136,7:21,05:44:00,13:05:00,False,27,66
0,OFF,,,,False,28,66
0,OFF,,,,False,1,67
0,SPE170,7:58,15:39:00,23:37:00,False,2,67
0,SPE170,7:58,15:39:00,23:37:00,False,3,67
0,OFF,,,,False,4,67
0,AV,8:00,15:00:00,23:00:00,False,5,67
0,AV,8:00,15:00:00,23:00:00,False,6,67
0,SPE208,6:00,16:31:00,22:31:00,False,7,67
0,SPE119,8:58,14:32:00,23:30:00,False,8,67
0,AV,8:00,15:00:00,23:00:00,False,9,67
0,EDO,,,,False,10,67
0,OFF,,,,False,11,67
0,AV,8:00,06:00:00,14:00:00,False,12,67
0,SPE129,6:00,04:52:00,10:52:00,False,13,67
0,OFF,,,,False,14,67
0,OFF,,,,False,15,67
0,SPE138,7:54,05:51:00,13:45:00,False,16,67
0,SPE138,7:54,05:51:00,13:45:00,False,17,67
0,AV,8:00,05:00:00,13:00:00,False,18,67
0,SPE144,7:25,06:26:00,13:51:00,False,19,67
0,SPE145,9:32,06:31:00,16:03:00,False,20,67
0,OFF,,,,False,21,67
0,OFF,,,,False,22,67
0,SPE127,6:06,04:39:00,10:45:00,False,23,67
0,SPER108,6:11,06:54:00,13:05:00,False,24,67
0,SPEX111,6:04,06:00:00,12:04:00,True,25,67
0,OFF,,,,False,26,67
0,AV,8:00,16:00:00,00:00:00,False,27,67
0,SPE209,6:04,16:32:00,22:36:00,False,28,67
0,SPE120,7:39,14:42:00,22:21:00,False,1,68
0,SPE180,7:42,16:35:00,00:17:00,False,2,68
0,SPE180,7:42,16:35:00,00:17:00,False,3,68
0,AV,8:00,15:00:00,23:00:00,False,4,68
0,EDO,,,,False,5,68
0,OFF,,,,False,6,68
0,OFF,,,,False,7,68
0,OFF,,,,False,8,68
0,SPE141,8:06,06:07:00,14:13:00,False,9,68
0,SPE141,8:06,06:07:00,14:13:00,False,10,68
0,SPE141,8:06,06:07:00,14:13:00,False,11,68
0,OFF,,,,False,12,68
0,SPE138,7:54,05:51:00,13:45:00,False,13,68
0,SPE189,6:00,06:32:00,12:32:00,False,14,68
0,SPE106,:48,07:16:00,17:04:00,False,15,68
0,AV,8:00,13:00:00,21:00:00,False,16,68
0,AV,8:00,13:00:00,21:00:00,False,17,68
0,OFF,,,,False,18,68
0,OFF,,,,False,19,68
0,AV,8:00,13:00:00,21:00:00,False,20,68
0,AV,8:00,11:00:00,19:00:00,False,21,68
0,AV,8:00,11:00:00,19:00:00,False,22,68
0,SPER110,5:47,17:28:00,23:15:00,False,23,68
0,SPEX114,6:32,13:05:00,19:37:00,True,24,68
0,OFF,,,,False,25,68
0,SPE177,6:06,16:23:00,22:29:00,False,26,68
0,SPE177,6:06,16:23:00,22:29:00,False,27,68
0,OFF,,,,False,28,68
0,OFF,,,,False,1,69
0,AV,8:00,15:00:00,23:00:00,False,2,69
0,AV,8:00,15:00:00,23:00:00,False,3,69
0,AV,8:00,15:00:00,23:00:00,False,4,69
0,AV,8:00,15:00:00,23:00:00,False,5,69
0,SPE172,7:25,15:56:00,23:21:00,False,6,69
0,OFF,,,,False,7,69
0,OFF,,,,False,8,69
0,SPE177,6:06,16:23:00,22:29:00,False,9,69
0,SPE177,6:06,16:23:00,22:29:00,False,10,69
0,AV,8:00,15:00:00,23:00:00,False,11,69
0,SPE166,7:59,15:21:00,23:20:00,False,12,69
0,SPE166,7:59,15:21:00,23:20:00,False,13,69
0,OFF,,,,False,14,69
0,OFF,,,,False,15,69
0,AV,8:00,05:00:00,13:00:00,False,16,69
0,AV,8:00,05:00:00,13:00:00,False,17,69
0,AV,8:00,04:30:00,12:30:00,False,18,69
0,AV,8:00,04:30:00,12:30:00,False,19,69
0,OFF,,,,False,20,69
0,SPE185,9:50,06:14:00,16:04:00,False,21,69
0,SPER101,5:50,06:59:00,12:49:00,False,22,69
0,SPEX112,6:04,06:00:00,12:04:00,True,23,69
0,OFF,,,,False,24,69
0,SPE136,7:21,05:44:00,13:05:00,False,25,69
0,AV,8:00,06:00:00,14:00:00,False,26,69
0,EDO,,,,False,27,69
0,OFF,,,,False,28,69
0,OFF,,,,False,1,70
0,AV,8:00,16:00:00,00:00:00,False,2,70
0,AV,8:00,16:00:00,00:00:00,False,3,70
0,AV,8:00,16:00:00,00:00:00,False,4,70
0,AV,8:00,16:00:00,00:00:00,False,5,70
0,SPE176,6:00,16:21:00,22:21:00,False,6,70
0,OFF,,,,False,7,70
0,OFF,,,,False,8,70
0,SPE166,7:59,15:21:00,23:20:00,False,9,70
0,AV,8:00,16:00:00,00:00:00,False,10,70
0,AV,8:00,16:00:00,00:00:00,False,11,70
0,SPE172,7:25,15:56:00,23:21:00,False,12,70
0,SPE157,6:00,13:15:00,19:15:00,False,13,70
0,OFF,,,,False,14,70
0,OFF,,,,False,15,70
0,AV,8:00,15:00:00,23:00:00,False,16,70
0,SPE157,6:00,13:15:00,19:15:00,False,17,70
0,OFF,,,,False,18,70
0,SPE178,7:42,16:27:00,01:20:00,False,19,70
0,SPE178,7:42,16:27:00,01:20:00,False,20,70
0,SPE208,6:00,16:31:00,22:31:00,False,21,70
0,SPER102,5:54,17:16:00,23:10:00,False,22,70
0,SPEX113,6:00,11:56:00,17:56:00,True,23,70
0,AV,8:00,15:00:00,23:00:00,False,24,70
0,AV,8:00,15:00:00,23:00:00,False,25,70
0,EDO,,,,False,26,70
0,OFF,,,,False,27,70
0,OFF,,,,False,28,70
0,OFF,,,,False,1,71
0,OFF,,,,False,2,71
0,EDO,,,,False,3,71
0,SPE136,7:21,05:44:00,13:05:00,False,4,71
0,AV,8:00,06:00:00,14:00:00,False,5,71
0,SPER108,6:11,06:54:00,13:05:00,False,6,71
0,SPEX120,6:06,06:00:00,12:06:00,True,7,71
0,SPE106,9:48,07:16:00,17:04:00,False,8,71
0,SPE149,7:50,11:42:00,19:32:00,False,9,71
0,SPE149,7:50,11:42:00,19:32:00,False,10,71
0,OFF,,,,False,11,71
0,AV,8:00,15:00:00,23:00:00,False,12,71
0,AV,8:00,15:00:00,23:00:00,False,13,71
0,OFF,,,,False,14,71
0,OFF,,,,False,15,71
0,OFF,,,,False,16,71
